episode,ep_rew,ep_len
13666,-13.0,13
13667,-11.0,11
13668,-13.0,13
13669,-9.0,9
13670,-8.0,8
13671,-8.0,8
13672,-12.0,12
13673,-10.0,10
13674,-18.0,18
13675,-8.0,8
13676,-8.0,8
13677,-8.0,8
13678,-8.0,8
13679,-9.0,9
13680,-9.0,9
13681,-8.0,8
13682,-11.0,11
13683,-9.0,9
13684,-8.0,8
13685,-9.0,9
13686,-15.0,15
13687,-10.0,10
13688,-8.0,8
13689,-8.0,8
13690,-8.0,8
13691,-12.0,12
13692,-8.0,8
13693,-8.0,8
13694,-8.0,8
13695,-9.0,9
13696,-8.0,8
13697,-11.0,11
13698,-8.0,8
13699,-11.0,11
13700,-8.0,8
13701,-13.0,13
13702,-8.0,8
13703,-9.0,9
13704,-12.0,12
13705,-10.0,10
13706,-9.0,9
13707,-9.0,9
13708,-8.0,8
13709,-11.0,11
13710,-9.0,9
13711,-8.0,8
13712,-8.0,8
13713,-8.0,8
13714,-10.0,10
13715,-8.0,8
13716,-8.0,8
13717,-8.0,8
13718,-8.0,8
13719,-8.0,8
13720,-8.0,8
13721,-8.0,8
13722,-8.0,8
13723,-8.0,8
13724,-9.0,9
13725,-8.0,8
13726,-8.0,8
13727,-11.0,11
13728,-8.0,8
13729,-8.0,8
13730,-8.0,8
13731,-10.0,10
13732,-8.0,8
13733,-8.0,8
13734,-8.0,8
13735,-8.0,8
13736,-9.0,9
13737,-8.0,8
13738,-8.0,8
13739,-8.0,8
13740,-8.0,8
13741,-10.0,10
13742,-8.0,8
13743,-8.0,8
13744,-8.0,8
13745,-8.0,8
13746,-8.0,8
13747,-8.0,8
13748,-8.0,8
13749,-9.0,9
13750,-8.0,8
13751,-9.0,9
13752,-8.0,8
13753,-8.0,8
13754,-8.0,8
13755,-14.0,14
13756,-9.0,9
13757,-10.0,10
13758,-10.0,10
13759,-8.0,8
13760,-8.0,8
13761,-8.0,8
13762,-8.0,8
13763,-8.0,8
13764,-8.0,8
13765,-8.0,8
13766,-8.0,8
13767,-8.0,8
13768,-9.0,9
13769,-8.0,8
13770,-8.0,8
13771,-8.0,8
13772,-8.0,8
13773,-14.0,14
13774,-8.0,8
13775,-18.0,18
13776,-13.0,13
13777,-8.0,8
13778,-11.0,11
13779,-8.0,8
13780,-8.0,8
13781,-8.0,8
13782,-12.0,12
13783,-12.0,12
13784,-8.0,8
13785,-8.0,8
13786,-8.0,8
13787,-8.0,8
13788,-8.0,8
13789,-8.0,8
13790,-8.0,8
13791,-11.0,11
13792,-8.0,8
13793,-9.0,9
13794,-14.0,14
13795,-10.0,10
13796,-8.0,8
13797,-8.0,8
13798,-16.0,16
13799,-8.0,8
13800,-11.0,11
13801,-8.0,8
13802,-8.0,8
13803,-8.0,8
13804,-8.0,8
13805,-8.0,8
13806,-9.0,9
13807,-8.0,8
13808,-8.0,8
13809,-12.0,12
13810,-8.0,8
13811,-8.0,8
13812,-8.0,8
13813,-11.0,11
13814,-9.0,9
13815,-8.0,8
13816,-9.0,9
13817,-8.0,8
13818,-8.0,8
13819,-8.0,8
13820,-8.0,8
13821,-8.0,8
13822,-8.0,8
13823,-8.0,8
13824,-8.0,8
13825,-8.0,8
13826,-8.0,8
13827,-8.0,8
13828,-8.0,8
13829,-8.0,8
13830,-9.0,9
13831,-8.0,8
13832,-8.0,8
13833,-9.0,9
13834,-8.0,8
13835,-9.0,9
13836,-10.0,10
13837,-9.0,9
13838,-8.0,8
13839,-11.0,11
13840,-8.0,8
13841,-9.0,9
13842,-8.0,8
13843,-9.0,9
13844,-8.0,8
13845,-16.0,16
13846,-8.0,8
13847,-11.0,11
13848,-9.0,9
13849,-9.0,9
13850,-8.0,8
13851,-8.0,8
13852,-8.0,8
13853,-8.0,8
13854,-10.0,10
13855,-8.0,8
13856,-10.0,10
13857,-9.0,9
13858,-8.0,8
13859,-8.0,8
13860,-8.0,8
13861,-8.0,8
13862,-8.0,8
13863,-11.0,11
13864,-8.0,8
13865,-10.0,10
13866,-9.0,9
13867,-8.0,8
13868,-14.0,14
13869,-11.0,11
13870,-12.0,12
13871,-8.0,8
13872,-8.0,8
13873,-8.0,8
13874,-8.0,8
13875,-13.0,13
13876,-9.0,9
13877,-9.0,9
13878,-8.0,8
13879,-8.0,8
13880,-9.0,9
13881,-8.0,8
13882,-10.0,10
13883,-8.0,8
13884,-8.0,8
13885,-8.0,8
13886,-14.0,14
13887,-8.0,8
13888,-8.0,8
13889,-8.0,8
13890,-9.0,9
13891,-9.0,9
13892,-8.0,8
13893,-14.0,14
13894,-8.0,8
13895,-8.0,8
13896,-10.0,10
13897,-10.0,10
13898,-8.0,8
13899,-10.0,10
13900,-13.0,13
13901,-9.0,9
13902,-9.0,9
13903,-8.0,8
13904,-8.0,8
13905,-9.0,9
13906,-8.0,8
13907,-14.0,14
13908,-10.0,10
13909,-8.0,8
13910,-8.0,8
13911,-8.0,8
13912,-8.0,8
13913,-14.0,14
13914,-8.0,8
13915,-8.0,8
13916,-8.0,8
13917,-12.0,12
13918,-8.0,8
13919,-10.0,10
13920,-8.0,8
13921,-9.0,9
13922,-8.0,8
13923,-15.0,15
13924,-8.0,8
13925,-8.0,8
13926,-8.0,8
13927,-8.0,8
13928,-8.0,8
13929,-8.0,8
13930,-8.0,8
13931,-8.0,8
13932,-8.0,8
13933,-8.0,8
13934,-8.0,8
13935,-9.0,9
13936,-9.0,9
13937,-8.0,8
13938,-8.0,8
13939,-8.0,8
13940,-8.0,8
13941,-8.0,8
13942,-8.0,8
13943,-8.0,8
13944,-8.0,8
13945,-8.0,8
13946,-8.0,8
13947,-9.0,9
13948,-8.0,8
13949,-8.0,8
13950,-10.0,10
13951,-8.0,8
13952,-8.0,8
13953,-9.0,9
13954,-10.0,10
13955,-8.0,8
13956,-9.0,9
13957,-8.0,8
13958,-9.0,9
13959,-10.0,10
13960,-16.0,16
13961,-10.0,10
13962,-11.0,11
13963,-9.0,9
13964,-8.0,8
13965,-8.0,8
13966,-11.0,11
13967,-9.0,9
13968,-9.0,9
13969,-8.0,8
13970,-8.0,8
13971,-8.0,8
13972,-9.0,9
13973,-11.0,11
13974,-10.0,10
13975,-8.0,8
13976,-8.0,8
13977,-8.0,8
13978,-8.0,8
13979,-8.0,8
13980,-8.0,8
13981,-9.0,9
13982,-10.0,10
13983,-8.0,8
13984,-8.0,8
13985,-8.0,8
13986,-9.0,9
13987,-9.0,9
13988,-8.0,8
13989,-8.0,8
13990,-8.0,8
13991,-8.0,8
13992,-13.0,13
13993,-8.0,8
13994,-8.0,8
13995,-8.0,8
13996,-8.0,8
13997,-9.0,9
13998,-9.0,9
13999,-9.0,9
14000,-9.0,9
14001,-8.0,8
14002,-10.0,10
14003,-10.0,10
14004,-9.0,9
14005,-11.0,11
14006,-8.0,8
14007,-8.0,8
14008,-9.0,9
14009,-8.0,8
14010,-8.0,8
14011,-8.0,8
14012,-9.0,9
14013,-8.0,8
14014,-8.0,8
14015,-8.0,8
14016,-9.0,9
14017,-10.0,10
14018,-8.0,8
14019,-10.0,10
14020,-8.0,8
14021,-9.0,9
14022,-8.0,8
14023,-9.0,9
14024,-11.0,11
14025,-10.0,10
14026,-8.0,8
14027,-11.0,11
14028,-8.0,8
14029,-10.0,10
14030,-8.0,8
14031,-8.0,8
14032,-9.0,9
14033,-8.0,8
14034,-8.0,8
14035,-10.0,10
14036,-8.0,8
14037,-8.0,8
14038,-8.0,8
14039,-8.0,8
14040,-8.0,8
14041,-10.0,10
14042,-13.0,13
14043,-9.0,9
14044,-8.0,8
14045,-8.0,8
14046,-8.0,8
14047,-9.0,9
14048,-8.0,8
14049,-8.0,8
14050,-8.0,8
14051,-8.0,8
14052,-12.0,12
14053,-8.0,8
14054,-17.0,17
14055,-8.0,8
14056,-10.0,10
14057,-8.0,8
14058,-8.0,8
14059,-10.0,10
14060,-8.0,8
14061,-8.0,8
14062,-9.0,9
14063,-10.0,10
14064,-8.0,8
14065,-10.0,10
14066,-8.0,8
14067,-8.0,8
14068,-8.0,8
14069,-11.0,11
14070,-8.0,8
14071,-8.0,8
14072,-8.0,8
14073,-8.0,8
14074,-10.0,10
14075,-8.0,8
14076,-8.0,8
14077,-8.0,8
14078,-8.0,8
14079,-10.0,10
14080,-8.0,8
14081,-9.0,9
14082,-8.0,8
14083,-8.0,8
14084,-10.0,10
14085,-8.0,8
14086,-8.0,8
14087,-9.0,9
14088,-9.0,9
14089,-8.0,8
14090,-9.0,9
14091,-8.0,8
14092,-11.0,11
14093,-8.0,8
14094,-8.0,8
14095,-10.0,10
14096,-9.0,9
14097,-8.0,8
14098,-9.0,9
14099,-9.0,9
14100,-10.0,10
14101,-9.0,9
14102,-8.0,8
14103,-11.0,11
14104,-9.0,9
14105,-8.0,8
14106,-9.0,9
14107,-11.0,11
14108,-8.0,8
14109,-8.0,8
14110,-8.0,8
14111,-12.0,12
14112,-17.0,17
14113,-9.0,9
14114,-8.0,8
14115,-8.0,8
14116,-12.0,12
14117,-10.0,10
14118,-8.0,8
14119,-9.0,9
14120,-8.0,8
14121,-8.0,8
14122,-9.0,9
14123,-10.0,10
14124,-11.0,11
14125,-16.0,16
14126,-8.0,8
14127,-9.0,9
14128,-9.0,9
14129,-9.0,9
14130,-8.0,8
14131,-9.0,9
14132,-9.0,9
14133,-8.0,8
14134,-9.0,9
14135,-8.0,8
14136,-9.0,9
14137,-8.0,8
14138,-8.0,8
14139,-9.0,9
14140,-9.0,9
14141,-8.0,8
14142,-9.0,9
14143,-8.0,8
14144,-8.0,8
14145,-13.0,13
14146,-8.0,8
14147,-12.0,12
14148,-8.0,8
14149,-9.0,9
14150,-9.0,9
14151,-10.0,10
14152,-8.0,8
14153,-10.0,10
14154,-12.0,12
14155,-10.0,10
14156,-9.0,9
14157,-8.0,8
14158,-8.0,8
14159,-9.0,9
14160,-8.0,8
14161,-11.0,11
14162,-11.0,11
14163,-8.0,8
14164,-8.0,8
14165,-8.0,8
14166,-9.0,9
14167,-9.0,9
14168,-10.0,10
14169,-9.0,9
14170,-8.0,8
14171,-8.0,8
14172,-9.0,9
14173,-8.0,8
14174,-10.0,10
14175,-8.0,8
14176,-8.0,8
14177,-8.0,8
14178,-8.0,8
14179,-8.0,8
14180,-9.0,9
14181,-8.0,8
14182,-8.0,8
14183,-9.0,9
14184,-10.0,10
14185,-8.0,8
14186,-8.0,8
14187,-9.0,9
14188,-8.0,8
14189,-8.0,8
14190,-8.0,8
14191,-8.0,8
14192,-8.0,8
14193,-8.0,8
14194,-8.0,8
14195,-8.0,8
14196,-11.0,11
14197,-9.0,9
14198,-10.0,10
14199,-8.0,8
14200,-8.0,8
14201,-8.0,8
14202,-8.0,8
14203,-9.0,9
14204,-8.0,8
14205,-8.0,8
14206,-9.0,9
14207,-9.0,9
14208,-8.0,8
14209,-8.0,8
14210,-8.0,8
14211,-8.0,8
14212,-8.0,8
14213,-9.0,9
14214,-8.0,8
14215,-8.0,8
14216,-11.0,11
14217,-8.0,8
14218,-8.0,8
14219,-8.0,8
14220,-9.0,9
14221,-8.0,8
14222,-9.0,9
14223,-8.0,8
14224,-8.0,8
14225,-8.0,8
14226,-8.0,8
14227,-8.0,8
14228,-8.0,8
14229,-8.0,8
14230,-8.0,8
14231,-8.0,8
14232,-9.0,9
14233,-8.0,8
14234,-8.0,8
14235,-8.0,8
14236,-8.0,8
14237,-8.0,8
14238,-9.0,9
14239,-8.0,8
14240,-8.0,8
14241,-11.0,11
14242,-8.0,8
14243,-8.0,8
14244,-8.0,8
14245,-8.0,8
14246,-8.0,8
14247,-8.0,8
14248,-8.0,8
14249,-8.0,8
14250,-8.0,8
14251,-8.0,8
14252,-8.0,8
14253,-8.0,8
14254,-8.0,8
14255,-8.0,8
14256,-9.0,9
14257,-8.0,8
14258,-8.0,8
14259,-12.0,12
14260,-9.0,9
14261,-8.0,8
14262,-8.0,8
14263,-8.0,8
14264,-8.0,8
14265,-8.0,8
14266,-12.0,12
14267,-8.0,8
14268,-8.0,8
14269,-8.0,8
14270,-9.0,9
14271,-8.0,8
14272,-8.0,8
14273,-8.0,8
14274,-8.0,8
14275,-9.0,9
14276,-8.0,8
14277,-8.0,8
14278,-8.0,8
14279,-8.0,8
14280,-8.0,8
14281,-8.0,8
14282,-8.0,8
14283,-8.0,8
14284,-8.0,8
14285,-9.0,9
14286,-8.0,8
14287,-8.0,8
14288,-8.0,8
14289,-9.0,9
14290,-8.0,8
14291,-8.0,8
14292,-8.0,8
14293,-8.0,8
14294,-8.0,8
14295,-8.0,8
14296,-8.0,8
14297,-8.0,8
14298,-8.0,8
14299,-8.0,8
14300,-8.0,8
14301,-8.0,8
14302,-8.0,8
14303,-8.0,8
14304,-8.0,8
14305,-8.0,8
14306,-9.0,9
14307,-8.0,8
14308,-8.0,8
14309,-8.0,8
14310,-8.0,8
14311,-8.0,8
14312,-8.0,8
14313,-8.0,8
14314,-10.0,10
14315,-8.0,8
14316,-8.0,8
14317,-8.0,8
14318,-8.0,8
14319,-8.0,8
14320,-8.0,8
14321,-8.0,8
14322,-8.0,8
14323,-10.0,10
14324,-8.0,8
14325,-9.0,9
14326,-8.0,8
14327,-8.0,8
14328,-8.0,8
14329,-8.0,8
14330,-8.0,8
14331,-8.0,8
14332,-8.0,8
14333,-8.0,8
14334,-10.0,10
14335,-9.0,9
14336,-8.0,8
14337,-8.0,8
14338,-8.0,8
14339,-8.0,8
14340,-8.0,8
14341,-9.0,9
14342,-8.0,8
14343,-8.0,8
14344,-8.0,8
14345,-8.0,8
14346,-8.0,8
14347,-8.0,8
14348,-8.0,8
14349,-8.0,8
14350,-8.0,8
14351,-8.0,8
14352,-8.0,8
14353,-8.0,8
14354,-8.0,8
14355,-9.0,9
14356,-8.0,8
14357,-8.0,8
14358,-8.0,8
14359,-8.0,8
14360,-8.0,8
14361,-8.0,8
14362,-8.0,8
14363,-8.0,8
14364,-8.0,8
14365,-8.0,8
14366,-9.0,9
14367,-8.0,8
14368,-8.0,8
14369,-8.0,8
14370,-8.0,8
14371,-8.0,8
14372,-8.0,8
14373,-8.0,8
14374,-9.0,9
14375,-8.0,8
14376,-8.0,8
14377,-8.0,8
14378,-8.0,8
14379,-8.0,8
14380,-8.0,8
14381,-8.0,8
14382,-8.0,8
14383,-8.0,8
14384,-9.0,9
14385,-8.0,8
14386,-8.0,8
14387,-8.0,8
14388,-8.0,8
14389,-8.0,8
14390,-8.0,8
14391,-8.0,8
14392,-8.0,8
14393,-8.0,8
14394,-8.0,8
14395,-8.0,8
14396,-9.0,9
14397,-8.0,8
14398,-8.0,8
14399,-8.0,8
14400,-8.0,8
14401,-9.0,9
14402,-8.0,8
14403,-8.0,8
14404,-8.0,8
14405,-8.0,8
14406,-9.0,9
14407,-8.0,8
14408,-8.0,8
14409,-9.0,9
14410,-8.0,8
14411,-8.0,8
14412,-8.0,8
14413,-9.0,9
14414,-8.0,8
14415,-9.0,9
14416,-8.0,8
14417,-8.0,8
14418,-8.0,8
14419,-8.0,8
14420,-8.0,8
14421,-8.0,8
14422,-8.0,8
14423,-8.0,8
14424,-9.0,9
14425,-8.0,8
14426,-9.0,9
14427,-9.0,9
14428,-8.0,8
14429,-8.0,8
14430,-8.0,8
14431,-8.0,8
14432,-8.0,8
14433,-8.0,8
14434,-8.0,8
14435,-8.0,8
14436,-9.0,9
14437,-8.0,8
14438,-8.0,8
14439,-8.0,8
14440,-8.0,8
14441,-8.0,8
14442,-8.0,8
14443,-8.0,8
14444,-8.0,8
14445,-8.0,8
14446,-8.0,8
14447,-8.0,8
14448,-8.0,8
14449,-8.0,8
14450,-8.0,8
14451,-8.0,8
14452,-8.0,8
14453,-8.0,8
14454,-8.0,8
14455,-8.0,8
14456,-9.0,9
14457,-8.0,8
14458,-8.0,8
14459,-8.0,8
14460,-8.0,8
14461,-8.0,8
14462,-9.0,9
14463,-8.0,8
14464,-8.0,8
14465,-8.0,8
14466,-8.0,8
14467,-8.0,8
14468,-8.0,8
14469,-8.0,8
14470,-8.0,8
14471,-8.0,8
14472,-8.0,8
14473,-8.0,8
14474,-8.0,8
14475,-8.0,8
14476,-8.0,8
14477,-8.0,8
14478,-8.0,8
14479,-8.0,8
14480,-8.0,8
14481,-8.0,8
14482,-8.0,8
14483,-8.0,8
14484,-8.0,8
14485,-8.0,8
14486,-8.0,8
14487,-8.0,8
14488,-8.0,8
14489,-8.0,8
14490,-8.0,8
14491,-8.0,8
14492,-8.0,8
14493,-8.0,8
14494,-9.0,9
14495,-8.0,8
14496,-8.0,8
14497,-8.0,8
14498,-8.0,8
14499,-8.0,8
14500,-8.0,8
14501,-8.0,8
14502,-8.0,8
14503,-8.0,8
14504,-8.0,8
14505,-8.0,8
14506,-8.0,8
14507,-8.0,8
14508,-8.0,8
14509,-8.0,8
14510,-8.0,8
14511,-8.0,8
14512,-8.0,8
14513,-8.0,8
14514,-8.0,8
14515,-8.0,8
14516,-9.0,9
14517,-8.0,8
14518,-8.0,8
14519,-8.0,8
14520,-8.0,8
14521,-8.0,8
14522,-8.0,8
14523,-8.0,8
14524,-8.0,8
14525,-8.0,8
14526,-8.0,8
14527,-8.0,8
14528,-8.0,8
14529,-9.0,9
14530,-8.0,8
14531,-8.0,8
14532,-8.0,8
14533,-9.0,9
14534,-8.0,8
14535,-8.0,8
14536,-8.0,8
14537,-8.0,8
14538,-8.0,8
14539,-8.0,8
14540,-8.0,8
14541,-8.0,8
14542,-8.0,8
14543,-8.0,8
14544,-8.0,8
14545,-8.0,8
14546,-8.0,8
14547,-8.0,8
14548,-8.0,8
14549,-8.0,8
14550,-8.0,8
14551,-8.0,8
14552,-8.0,8
14553,-8.0,8
14554,-8.0,8
14555,-8.0,8
14556,-8.0,8
14557,-8.0,8
14558,-8.0,8
14559,-8.0,8
14560,-8.0,8
14561,-8.0,8
14562,-8.0,8
14563,-8.0,8
14564,-8.0,8
14565,-8.0,8
14566,-8.0,8
14567,-8.0,8
14568,-8.0,8
14569,-9.0,9
14570,-9.0,9
14571,-8.0,8
14572,-8.0,8
14573,-8.0,8
14574,-8.0,8
14575,-8.0,8
14576,-8.0,8
14577,-8.0,8
14578,-8.0,8
14579,-8.0,8
14580,-8.0,8
14581,-8.0,8
14582,-8.0,8
14583,-9.0,9
14584,-8.0,8
14585,-8.0,8
14586,-8.0,8
14587,-8.0,8
14588,-8.0,8
14589,-9.0,9
14590,-8.0,8
14591,-8.0,8
14592,-8.0,8
14593,-8.0,8
14594,-8.0,8
14595,-8.0,8
14596,-8.0,8
14597,-8.0,8
14598,-8.0,8
14599,-8.0,8
14600,-8.0,8
14601,-8.0,8
14602,-8.0,8
14603,-8.0,8
14604,-8.0,8
14605,-8.0,8
14606,-8.0,8
14607,-8.0,8
14608,-8.0,8
14609,-8.0,8
14610,-8.0,8
14611,-8.0,8
14612,-8.0,8
14613,-8.0,8
14614,-8.0,8
14615,-8.0,8
14616,-8.0,8
14617,-8.0,8
14618,-8.0,8
14619,-8.0,8
14620,-8.0,8
14621,-8.0,8
14622,-8.0,8
14623,-8.0,8
14624,-9.0,9
14625,-8.0,8
14626,-8.0,8
14627,-8.0,8
14628,-8.0,8
14629,-8.0,8
14630,-8.0,8
14631,-8.0,8
14632,-8.0,8
14633,-8.0,8
14634,-8.0,8
14635,-8.0,8
14636,-8.0,8
14637,-8.0,8
14638,-8.0,8
14639,-8.0,8
14640,-8.0,8
14641,-8.0,8
14642,-8.0,8
14643,-8.0,8
14644,-8.0,8
14645,-8.0,8
14646,-8.0,8
14647,-8.0,8
14648,-8.0,8
14649,-8.0,8
14650,-8.0,8
14651,-8.0,8
14652,-8.0,8
14653,-8.0,8
14654,-8.0,8
14655,-8.0,8
14656,-8.0,8
14657,-8.0,8
14658,-8.0,8
14659,-8.0,8
14660,-8.0,8
14661,-8.0,8
14662,-8.0,8
14663,-8.0,8
14664,-8.0,8
14665,-8.0,8
14666,-8.0,8
14667,-8.0,8
14668,-8.0,8
14669,-8.0,8
14670,-8.0,8
14671,-8.0,8
14672,-8.0,8
14673,-8.0,8
14674,-8.0,8
14675,-8.0,8
14676,-8.0,8
14677,-8.0,8
14678,-8.0,8
14679,-8.0,8
14680,-8.0,8
14681,-8.0,8
14682,-8.0,8
14683,-8.0,8
14684,-8.0,8
14685,-8.0,8
14686,-8.0,8
14687,-8.0,8
14688,-8.0,8
14689,-8.0,8
14690,-8.0,8
14691,-8.0,8
14692,-8.0,8
14693,-8.0,8
14694,-8.0,8
14695,-8.0,8
14696,-8.0,8
14697,-8.0,8
14698,-8.0,8
14699,-8.0,8
14700,-8.0,8
14701,-8.0,8
14702,-8.0,8
14703,-8.0,8
14704,-8.0,8
14705,-8.0,8
14706,-8.0,8
14707,-8.0,8
14708,-8.0,8
14709,-8.0,8
14710,-8.0,8
14711,-8.0,8
14712,-8.0,8
14713,-8.0,8
14714,-8.0,8
14715,-8.0,8
14716,-8.0,8
14717,-8.0,8
14718,-8.0,8
14719,-8.0,8
14720,-8.0,8
14721,-9.0,9
14722,-8.0,8
14723,-9.0,9
14724,-8.0,8
14725,-8.0,8
14726,-8.0,8
14727,-8.0,8
14728,-8.0,8
14729,-8.0,8
14730,-8.0,8
14731,-8.0,8
14732,-8.0,8
14733,-8.0,8
14734,-8.0,8
14735,-8.0,8
14736,-9.0,9
14737,-8.0,8
14738,-8.0,8
14739,-8.0,8
14740,-8.0,8
14741,-8.0,8
14742,-9.0,9
14743,-8.0,8
14744,-8.0,8
14745,-8.0,8
14746,-8.0,8
14747,-8.0,8
14748,-8.0,8
14749,-8.0,8
14750,-9.0,9
14751,-8.0,8
14752,-8.0,8
14753,-8.0,8
14754,-8.0,8
14755,-8.0,8
14756,-8.0,8
14757,-8.0,8
14758,-8.0,8
14759,-8.0,8
14760,-8.0,8
14761,-8.0,8
14762,-8.0,8
14763,-8.0,8
14764,-8.0,8
14765,-8.0,8
14766,-8.0,8
14767,-8.0,8
14768,-8.0,8
14769,-8.0,8
14770,-8.0,8
14771,-8.0,8
14772,-8.0,8
14773,-8.0,8
14774,-9.0,9
14775,-8.0,8
14776,-8.0,8
14777,-8.0,8
14778,-8.0,8
14779,-8.0,8
14780,-8.0,8
14781,-8.0,8
14782,-8.0,8
14783,-8.0,8
14784,-8.0,8
14785,-8.0,8
14786,-8.0,8
14787,-8.0,8
14788,-8.0,8
14789,-8.0,8
14790,-8.0,8
14791,-8.0,8
14792,-8.0,8
14793,-8.0,8
14794,-8.0,8
14795,-8.0,8
14796,-8.0,8
14797,-8.0,8
14798,-8.0,8
14799,-8.0,8
14800,-8.0,8
14801,-8.0,8
14802,-8.0,8
14803,-8.0,8
14804,-8.0,8
14805,-8.0,8
14806,-8.0,8
14807,-8.0,8
14808,-8.0,8
14809,-8.0,8
14810,-8.0,8
14811,-8.0,8
14812,-8.0,8
14813,-8.0,8
14814,-8.0,8
14815,-8.0,8
14816,-8.0,8
14817,-8.0,8
14818,-8.0,8
14819,-8.0,8
14820,-8.0,8
14821,-8.0,8
14822,-8.0,8
14823,-8.0,8
14824,-8.0,8
14825,-8.0,8
14826,-8.0,8
14827,-8.0,8
14828,-8.0,8
14829,-8.0,8
14830,-8.0,8
14831,-8.0,8
14832,-8.0,8
14833,-8.0,8
14834,-8.0,8
14835,-8.0,8
14836,-8.0,8
14837,-8.0,8
14838,-8.0,8
14839,-8.0,8
14840,-8.0,8
14841,-8.0,8
14842,-8.0,8
14843,-8.0,8
14844,-8.0,8
14845,-8.0,8
14846,-8.0,8
14847,-8.0,8
14848,-8.0,8
14849,-8.0,8
14850,-8.0,8
14851,-8.0,8
14852,-8.0,8
14853,-8.0,8
14854,-8.0,8
14855,-8.0,8
14856,-8.0,8
14857,-8.0,8
14858,-8.0,8
14859,-8.0,8
14860,-8.0,8
14861,-8.0,8
14862,-8.0,8
14863,-8.0,8
14864,-8.0,8
14865,-8.0,8
14866,-8.0,8
14867,-8.0,8
14868,-8.0,8
14869,-8.0,8
14870,-8.0,8
14871,-8.0,8
14872,-8.0,8
14873,-8.0,8
14874,-8.0,8
14875,-8.0,8
14876,-8.0,8
14877,-8.0,8
14878,-8.0,8
14879,-8.0,8
14880,-8.0,8
14881,-8.0,8
14882,-8.0,8
14883,-8.0,8
14884,-8.0,8
14885,-8.0,8
14886,-8.0,8
14887,-8.0,8
14888,-8.0,8
14889,-8.0,8
14890,-8.0,8
14891,-8.0,8
14892,-8.0,8
14893,-8.0,8
14894,-8.0,8
14895,-8.0,8
14896,-8.0,8
14897,-8.0,8
14898,-8.0,8
14899,-8.0,8
14900,-8.0,8
14901,-8.0,8
14902,-8.0,8
14903,-8.0,8
14904,-8.0,8
14905,-8.0,8
14906,-8.0,8
14907,-8.0,8
14908,-8.0,8
14909,-8.0,8
14910,-8.0,8
14911,-8.0,8
14912,-8.0,8
14913,-8.0,8
14914,-8.0,8
14915,-8.0,8
14916,-8.0,8
14917,-8.0,8
14918,-8.0,8
14919,-8.0,8
14920,-8.0,8
14921,-8.0,8
14922,-8.0,8
14923,-8.0,8
14924,-8.0,8
14925,-8.0,8
14926,-8.0,8
14927,-8.0,8
14928,-8.0,8
14929,-9.0,9
14930,-8.0,8
14931,-8.0,8
14932,-10.0,10
14933,-8.0,8
14934,-8.0,8
14935,-8.0,8
14936,-9.0,9
14937,-8.0,8
14938,-8.0,8
14939,-8.0,8
14940,-8.0,8
14941,-8.0,8
14942,-8.0,8
14943,-11.0,11
14944,-9.0,9
14945,-10.0,10
14946,-8.0,8
14947,-8.0,8
14948,-8.0,8
14949,-8.0,8
14950,-8.0,8
14951,-8.0,8
14952,-10.0,10
14953,-8.0,8
14954,-8.0,8
14955,-8.0,8
14956,-8.0,8
14957,-8.0,8
14958,-10.0,10
14959,-8.0,8
14960,-8.0,8
14961,-8.0,8
14962,-8.0,8
14963,-8.0,8
14964,-8.0,8
14965,-9.0,9
14966,-10.0,10
14967,-9.0,9
14968,-8.0,8
14969,-8.0,8
14970,-8.0,8
14971,-8.0,8
14972,-8.0,8
14973,-8.0,8
14974,-8.0,8
14975,-8.0,8
14976,-15.0,15
14977,-8.0,8
14978,-8.0,8
14979,-9.0,9
14980,-8.0,8
14981,-8.0,8
14982,-8.0,8
14983,-9.0,9
14984,-8.0,8
14985,-8.0,8
14986,-8.0,8
14987,-8.0,8
14988,-8.0,8
14989,-8.0,8
14990,-8.0,8
14991,-8.0,8
14992,-8.0,8
14993,-8.0,8
14994,-8.0,8
14995,-8.0,8
14996,-9.0,9
14997,-15.0,15
14998,-8.0,8
14999,-8.0,8
15000,-8.0,8
15001,-8.0,8
15002,-9.0,9
15003,-8.0,8
15004,-8.0,8
15005,-8.0,8
15006,-9.0,9
15007,-8.0,8
15008,-8.0,8
15009,-9.0,9
15010,-8.0,8
15011,-9.0,9
15012,-9.0,9
15013,-8.0,8
15014,-8.0,8
15015,-10.0,10
15016,-8.0,8
15017,-12.0,12
15018,-8.0,8
15019,-8.0,8
15020,-8.0,8
15021,-8.0,8
15022,-9.0,9
15023,-9.0,9
15024,-11.0,11
15025,-8.0,8
15026,-8.0,8
15027,-8.0,8
15028,-10.0,10
15029,-8.0,8
15030,-10.0,10
15031,-9.0,9
15032,-8.0,8
15033,-9.0,9
15034,-8.0,8
15035,-8.0,8
15036,-8.0,8
15037,-8.0,8
15038,-8.0,8
15039,-8.0,8
15040,-11.0,11
15041,-8.0,8
15042,-8.0,8
15043,-8.0,8
15044,-8.0,8
15045,-15.0,15
15046,-8.0,8
15047,-8.0,8
15048,-8.0,8
15049,-9.0,9
15050,-8.0,8
15051,-9.0,9
15052,-9.0,9
15053,-8.0,8
15054,-8.0,8
15055,-8.0,8
15056,-8.0,8
15057,-8.0,8
15058,-8.0,8
15059,-9.0,9
15060,-8.0,8
15061,-10.0,10
15062,-8.0,8
15063,-8.0,8
