episode,ep_rew,ep_len
21557,-14.0,14
21558,-18.0,18
21559,-15.0,15
21560,-13.0,13
21561,-21.0,21
21562,-15.0,15
21563,-16.0,16
21564,-16.0,16
21565,-9.0,10
21566,-9.0,9
21567,-14.0,14
21568,-12.0,12
21569,-15.0,15
21570,-16.0,16
21571,-13.0,13
21572,-9.0,12
21573,-15.0,15
21574,-12.0,12
21575,-13.0,13
21576,-9.0,11
21577,-12.0,12
21578,-9.0,12
21579,-9.0,11
21580,-13.0,13
21581,-9.0,10
21582,-12.0,12
21583,-18.0,18
21584,-13.0,13
21585,-13.0,13
21586,-18.0,18
21587,-12.0,12
21588,-9.0,10
21589,-9.0,7
21590,-15.0,15
21591,-18.0,18
21592,-22.0,22
21593,-13.0,13
21594,-14.0,14
21595,-13.0,13
21596,-14.0,14
21597,-9.0,6
21598,-17.0,17
21599,-12.0,12
21600,-9.0,8
21601,-9.0,7
21602,-15.0,15
21603,-13.0,13
21604,-9.0,7
21605,-13.0,13
21606,-17.0,17
21607,-15.0,15
21608,-12.0,12
21609,-9.0,5
21610,-15.0,15
21611,-16.0,16
21612,-9.0,4
21613,-18.0,15
21614,-14.0,14
21615,-12.0,12
21616,-9.0,7
21617,-9.0,12
21618,-24.0,24
21619,-16.0,16
21620,-13.0,13
21621,-9.0,9
21622,-13.0,13
21623,-9.0,5
21624,-9.0,13
21625,-9.0,11
21626,-14.0,14
21627,-9.0,9
21628,-15.0,15
21629,-14.0,14
21630,-9.0,9
21631,-13.0,13
21632,-14.0,14
21633,-15.0,15
21634,-14.0,14
21635,-16.0,16
21636,-13.0,13
21637,-18.0,18
21638,-14.0,14
21639,-16.0,16
21640,-9.0,7
21641,-9.0,15
21642,-9.0,7
21643,-13.0,13
21644,-18.0,18
21645,-9.0,7
21646,-13.0,13
21647,-12.0,12
21648,-13.0,13
21649,-13.0,13
21650,-10.0,13
21651,-14.0,14
21652,-9.0,9
21653,-44.0,44
21654,-9.0,6
21655,-14.0,14
21656,-9.0,9
21657,-13.0,13
21658,-9.0,7
21659,-9.0,10
21660,-16.0,16
21661,-9.0,13
21662,-9.0,8
21663,-15.0,15
21664,-13.0,13
21665,-9.0,9
21666,-16.0,16
21667,-14.0,14
21668,-16.0,16
21669,-15.0,15
21670,-15.0,15
21671,-12.0,12
21672,-12.0,12
21673,-13.0,13
21674,-9.0,11
21675,-16.0,16
21676,-16.0,16
21677,-15.0,15
21678,-13.0,13
21679,-17.0,17
21680,-16.0,16
21681,-15.0,15
21682,-14.0,14
21683,-9.0,7
21684,-9.0,11
21685,-17.0,17
21686,-14.0,14
21687,-14.0,14
21688,-22.0,22
21689,-9.0,9
21690,-9.0,11
21691,-9.0,11
21692,-16.0,16
21693,-15.0,15
21694,-9.0,8
21695,-12.0,12
21696,-30.0,30
21697,-9.0,6
21698,-15.0,15
21699,-16.0,16
21700,-19.0,19
21701,-9.0,9
21702,-19.0,19
21703,-13.0,13
21704,-9.0,7
21705,-18.0,18
21706,-13.0,13
21707,-17.0,17
21708,-14.0,14
21709,-9.0,24
21710,-16.0,16
21711,-9.0,6
21712,-16.0,16
21713,-9.0,13
21714,-20.0,20
21715,-17.0,17
21716,-17.0,17
21717,-13.0,13
21718,-16.0,16
21719,-12.0,12
21720,-13.0,13
21721,-23.0,23
21722,-14.0,14
21723,-14.0,14
21724,-15.0,15
21725,-9.0,12
21726,-9.0,7
21727,-16.0,16
21728,-15.0,15
21729,-19.0,19
21730,-14.0,14
21731,-9.0,8
21732,-9.0,3
21733,-18.0,18
21734,-12.0,12
21735,-12.0,12
21736,-13.0,13
21737,-18.0,18
21738,-14.0,14
21739,-23.0,23
21740,-16.0,16
21741,-14.0,14
21742,-9.0,7
21743,-12.0,12
21744,-17.0,17
21745,-16.0,16
21746,-14.0,14
21747,-20.0,20
21748,-9.0,11
21749,-15.0,15
21750,-9.0,10
21751,-16.0,16
21752,-9.0,7
21753,-14.0,14
21754,-9.0,14
21755,-16.0,16
21756,-12.0,12
21757,-9.0,6
21758,-17.0,17
21759,-9.0,10
21760,-10.0,12
21761,-18.0,18
21762,-14.0,14
21763,-9.0,8
21764,-9.0,4
21765,-16.0,16
21766,-16.0,16
21767,-20.0,20
21768,-9.0,8
21769,-18.0,18
21770,-9.0,10
21771,-16.0,16
21772,-22.0,22
21773,-15.0,15
21774,-14.0,14
21775,-17.0,17
21776,-18.0,18
21777,-15.0,15
21778,-13.0,13
21779,-16.0,16
21780,-9.0,7
21781,-17.0,17
21782,-9.0,6
21783,-9.0,11
21784,-13.0,13
21785,-9.0,8
21786,-9.0,9
21787,-13.0,13
21788,-13.0,13
21789,-15.0,15
21790,-9.0,4
21791,-9.0,12
21792,-12.0,12
21793,-14.0,14
21794,-9.0,13
21795,-13.0,13
21796,-19.0,19
21797,-15.0,15
21798,-18.0,18
21799,-19.0,19
21800,-13.0,13
21801,-13.0,13
21802,-9.0,12
21803,-15.0,15
21804,-16.0,16
21805,-12.0,12
21806,-9.0,8
21807,-9.0,4
21808,-9.0,7
21809,-14.0,14
21810,-15.0,15
21811,-12.0,12
21812,-16.0,16
21813,-9.0,9
21814,-13.0,13
21815,-9.0,8
21816,-15.0,15
21817,-12.0,12
21818,-12.0,12
21819,-9.0,8
21820,-16.0,16
21821,-16.0,16
21822,-14.0,14
21823,-9.0,8
21824,-14.0,14
21825,-9.0,7
21826,-9.0,9
21827,-9.0,10
21828,-15.0,15
21829,-17.0,17
21830,-23.0,23
21831,-15.0,15
21832,-15.0,15
21833,-9.0,12
21834,-12.0,12
21835,-13.0,13
21836,-17.0,17
21837,-14.0,14
21838,-15.0,15
21839,-13.0,13
21840,-13.0,13
21841,-14.0,14
21842,-15.0,15
21843,-9.0,6
21844,-9.0,11
21845,-9.0,9
21846,-17.0,17
21847,-15.0,15
21848,-17.0,17
21849,-9.0,14
21850,-12.0,12
21851,-9.0,9
21852,-9.0,8
21853,-13.0,13
21854,-14.0,14
21855,-13.0,13
21856,-12.0,12
21857,-14.0,14
21858,-13.0,13
21859,-9.0,9
21860,-15.0,15
21861,-9.0,13
21862,-9.0,7
21863,-20.0,20
21864,-13.0,13
21865,-13.0,13
21866,-17.0,17
21867,-16.0,16
21868,-13.0,13
21869,-13.0,13
21870,-9.0,6
21871,-9.0,9
21872,-17.0,17
21873,-21.0,21
21874,-15.0,15
21875,-14.0,14
21876,-9.0,12
21877,-16.0,16
21878,-24.0,24
21879,-24.0,24
21880,-15.0,15
21881,-16.0,16
21882,-9.0,6
21883,-14.0,14
21884,-16.0,16
21885,-17.0,17
21886,-9.0,13
21887,-17.0,17
21888,-12.0,12
21889,-9.0,10
21890,-12.0,12
21891,-16.0,16
21892,-9.0,9
21893,-15.0,15
21894,-14.0,14
21895,-13.0,13
21896,-13.0,13
21897,-9.0,5
21898,-15.0,15
21899,-15.0,15
21900,-11.0,14
21901,-16.0,16
21902,-13.0,13
21903,-18.0,18
21904,-13.0,13
21905,-15.0,15
21906,-15.0,15
21907,-9.0,5
21908,-9.0,11
21909,-14.0,14
21910,-13.0,13
21911,-15.0,15
21912,-17.0,17
21913,-15.0,15
21914,-13.0,13
21915,-14.0,14
21916,-9.0,7
21917,-14.0,14
21918,-9.0,8
21919,-9.0,6
21920,-9.0,8
21921,-12.0,12
21922,-9.0,10
21923,-14.0,14
21924,-13.0,13
21925,-20.0,20
21926,-14.0,14
21927,-14.0,14
21928,-9.0,10
21929,-13.0,13
21930,-14.0,14
21931,-15.0,15
21932,-28.0,28
21933,-13.0,13
21934,-9.0,12
21935,-13.0,13
21936,-13.0,13
21937,-30.0,30
21938,-17.0,17
21939,-13.0,13
21940,-9.0,7
21941,-13.0,13
21942,-9.0,6
21943,-12.0,12
21944,-16.0,16
21945,-16.0,16
21946,-13.0,13
21947,-13.0,13
21948,-12.0,12
21949,-15.0,15
21950,-9.0,6
21951,-18.0,18
21952,-12.0,12
21953,-14.0,14
21954,-9.0,10
21955,-14.0,14
21956,-15.0,15
21957,-14.0,14
21958,-9.0,6
21959,-9.0,11
21960,-9.0,9
21961,-13.0,13
21962,-9.0,8
21963,-9.0,6
21964,-19.0,19
21965,-9.0,18
21966,-24.0,24
21967,-16.0,16
21968,-13.0,13
21969,-16.0,16
21970,-21.0,21
21971,-15.0,15
21972,-15.0,15
21973,-12.0,12
21974,-10.0,13
21975,-15.0,15
21976,-14.0,14
21977,-13.0,13
21978,-15.0,15
21979,-9.0,8
21980,-13.0,13
21981,-23.0,23
21982,-25.0,25
21983,-9.0,10
21984,-12.0,12
21985,-14.0,14
21986,-12.0,12
21987,-14.0,14
21988,-9.0,9
21989,-9.0,12
21990,-9.0,7
21991,-9.0,9
21992,-13.0,13
21993,-19.0,19
21994,-9.0,7
21995,-20.0,20
21996,-12.0,12
21997,-14.0,14
21998,-9.0,7
21999,-9.0,8
22000,-16.0,16
22001,-16.0,16
22002,-15.0,15
22003,-15.0,15
22004,-23.0,25
22005,-13.0,13
22006,-13.0,13
22007,-17.0,17
22008,-17.0,17
22009,-14.0,14
22010,-12.0,12
22011,-15.0,15
22012,-12.0,12
22013,-15.0,15
22014,-14.0,14
22015,-12.0,12
22016,-15.0,15
22017,-16.0,16
22018,-9.0,13
22019,-14.0,14
22020,-10.0,16
22021,-17.0,17
22022,-9.0,14
22023,-16.0,16
22024,-9.0,5
22025,-15.0,15
22026,-9.0,7
22027,-9.0,7
22028,-15.0,15
22029,-14.0,14
22030,-14.0,14
22031,-15.0,15
22032,-13.0,13
22033,-9.0,5
22034,-15.0,15
22035,-16.0,16
22036,-9.0,9
22037,-12.0,12
22038,-13.0,13
22039,-16.0,16
22040,-12.0,12
22041,-10.0,13
22042,-23.0,23
22043,-24.0,27
22044,-15.0,15
22045,-14.0,14
22046,-18.0,18
22047,-14.0,14
22048,-13.0,13
22049,-17.0,17
22050,-17.0,17
22051,-13.0,13
22052,-16.0,16
22053,-17.0,14
22054,-16.0,16
22055,-9.0,9
22056,-16.0,16
22057,-15.0,15
22058,-14.0,14
22059,-9.0,12
22060,-15.0,15
22061,-14.0,14
22062,-17.0,17
22063,-16.0,16
22064,-9.0,10
22065,-13.0,13
22066,-9.0,6
22067,-16.0,16
22068,-17.0,17
22069,-12.0,12
22070,-15.0,15
22071,-15.0,15
22072,-15.0,15
22073,-15.0,15
22074,-9.0,11
22075,-17.0,17
22076,-11.0,14
22077,-9.0,8
22078,-19.0,19
22079,-12.0,12
22080,-14.0,14
22081,-9.0,10
22082,-9.0,9
22083,-9.0,7
22084,-9.0,12
22085,-12.0,12
22086,-13.0,13
22087,-15.0,15
22088,-9.0,13
22089,-9.0,9
22090,-9.0,10
22091,-17.0,17
22092,-15.0,15
22093,-15.0,15
22094,-12.0,12
22095,-17.0,17
22096,-22.0,22
22097,-9.0,7
22098,-14.0,14
22099,-15.0,15
22100,-12.0,12
22101,-9.0,7
22102,-12.0,12
22103,-19.0,19
22104,-14.0,14
22105,-9.0,10
22106,-17.0,17
22107,-15.0,15
22108,-20.0,20
22109,-9.0,7
22110,-17.0,17
22111,-9.0,6
22112,-14.0,14
22113,-16.0,16
22114,-13.0,13
22115,-14.0,14
22116,-13.0,13
22117,-14.0,14
22118,-13.0,13
22119,-9.0,9
22120,-14.0,14
22121,-17.0,17
22122,-15.0,15
22123,-14.0,14
22124,-13.0,13
22125,-9.0,14
22126,-9.0,20
22127,-13.0,13
22128,-9.0,10
22129,-13.0,13
22130,-19.0,19
22131,-13.0,13
22132,-15.0,15
22133,-13.0,13
22134,-9.0,7
22135,-9.0,10
22136,-16.0,16
22137,-9.0,9
22138,-13.0,13
22139,-13.0,13
22140,-19.0,19
22141,-12.0,12
22142,-23.0,23
22143,-15.0,15
22144,-17.0,17
22145,-9.0,8
22146,-9.0,6
22147,-12.0,12
22148,-9.0,11
22149,-9.0,9
22150,-14.0,14
22151,-14.0,14
22152,-9.0,4
22153,-15.0,15
22154,-14.0,14
22155,-9.0,5
22156,-9.0,8
22157,-13.0,13
22158,-16.0,16
22159,-16.0,16
22160,-14.0,14
22161,-12.0,12
22162,-13.0,13
22163,-18.0,18
22164,-9.0,9
22165,-14.0,14
22166,-13.0,13
22167,-9.0,7
22168,-9.0,11
22169,-35.0,35
22170,-12.0,12
22171,-13.0,13
22172,-14.0,14
22173,-16.0,16
22174,-9.0,10
22175,-9.0,9
22176,-15.0,15
22177,-34.0,34
22178,-12.0,12
22179,-9.0,11
22180,-9.0,8
22181,-14.0,14
22182,-9.0,8
22183,-16.0,16
22184,-15.0,15
22185,-17.0,17
22186,-12.0,12
22187,-9.0,8
22188,-14.0,14
22189,-13.0,13
22190,-13.0,13
22191,-9.0,8
22192,-13.0,13
22193,-16.0,16
22194,-13.0,13
22195,-16.0,16
22196,-17.0,17
22197,-15.0,15
22198,-9.0,5
22199,-13.0,13
22200,-17.0,17
22201,-16.0,16
22202,-17.0,17
22203,-13.0,13
22204,-16.0,16
22205,-12.0,12
22206,-15.0,15
22207,-19.0,19
22208,-13.0,13
22209,-9.0,4
22210,-14.0,14
22211,-16.0,16
22212,-14.0,14
22213,-9.0,7
22214,-13.0,13
22215,-14.0,14
22216,-15.0,15
22217,-15.0,15
22218,-15.0,15
22219,-14.0,14
22220,-14.0,14
22221,-12.0,12
22222,-13.0,13
22223,-20.0,20
22224,-9.0,8
22225,-17.0,17
22226,-9.0,11
22227,-9.0,8
22228,-35.0,35
22229,-65.0,65
22230,-15.0,15
22231,-9.0,12
22232,-9.0,13
22233,-9.0,8
22234,-12.0,12
22235,-13.0,13
22236,-9.0,8
22237,-14.0,14
22238,-14.0,14
22239,-15.0,15
22240,-13.0,13
22241,-13.0,13
22242,-9.0,7
22243,-14.0,14
22244,-14.0,14
22245,-16.0,16
22246,-14.0,14
22247,-16.0,16
22248,-13.0,13
22249,-14.0,14
22250,-18.0,18
22251,-13.0,13
22252,-13.0,13
22253,-9.0,11
22254,-14.0,14
22255,-9.0,6
22256,-9.0,17
22257,-13.0,13
22258,-17.0,17
22259,-9.0,9
22260,-15.0,15
22261,-9.0,6
22262,-23.0,23
22263,-9.0,8
22264,-12.0,12
22265,-15.0,15
22266,-14.0,15
22267,-14.0,14
22268,-18.0,18
22269,-9.0,8
22270,-17.0,17
22271,-15.0,15
22272,-19.0,19
22273,-15.0,15
22274,-9.0,11
22275,-9.0,10
22276,-13.0,13
22277,-16.0,16
22278,-15.0,15
22279,-9.0,9
22280,-16.0,16
22281,-9.0,12
22282,-9.0,10
22283,-14.0,14
22284,-15.0,15
22285,-14.0,14
22286,-15.0,15
22287,-19.0,19
22288,-9.0,26
22289,-17.0,17
22290,-9.0,20
22291,-14.0,14
22292,-10.0,14
22293,-9.0,8
22294,-9.0,10
22295,-9.0,9
22296,-9.0,8
22297,-9.0,7
22298,-12.0,12
22299,-9.0,7
22300,-14.0,14
22301,-9.0,11
22302,-12.0,12
22303,-16.0,16
22304,-15.0,15
22305,-15.0,15
22306,-18.0,18
22307,-9.0,12
22308,-12.0,12
22309,-20.0,20
22310,-9.0,8
22311,-9.0,20
22312,-10.0,13
22313,-13.0,13
22314,-19.0,16
22315,-9.0,9
22316,-9.0,14
22317,-9.0,8
22318,-9.0,5
22319,-9.0,7
22320,-9.0,7
22321,-9.0,9
22322,-13.0,13
22323,-9.0,6
22324,-21.0,21
22325,-9.0,6
22326,-15.0,15
22327,-13.0,13
22328,-13.0,13
22329,-9.0,11
22330,-13.0,13
22331,-9.0,6
22332,-15.0,15
22333,-13.0,13
22334,-18.0,18
22335,-14.0,14
22336,-14.0,14
22337,-9.0,13
22338,-13.0,13
22339,-12.0,12
22340,-19.0,19
22341,-14.0,14
22342,-14.0,14
22343,-17.0,13
22344,-16.0,16
22345,-9.0,6
22346,-17.0,17
22347,-9.0,6
22348,-13.0,13
22349,-14.0,14
22350,-13.0,13
22351,-19.0,19
22352,-9.0,19
22353,-9.0,7
22354,-9.0,8
22355,-9.0,13
22356,-12.0,12
22357,-13.0,13
22358,-15.0,15
22359,-16.0,16
22360,-15.0,15
22361,-9.0,8
22362,-15.0,15
22363,-21.0,21
22364,-16.0,16
22365,-9.0,8
22366,-14.0,14
22367,-9.0,9
22368,-36.0,36
22369,-13.0,13
22370,-19.0,19
22371,-9.0,5
22372,-16.0,16
22373,-14.0,14
22374,-9.0,8
22375,-9.0,7
22376,-12.0,12
22377,-9.0,11
22378,-13.0,13
22379,-15.0,15
22380,-14.0,14
22381,-19.0,19
22382,-13.0,13
22383,-12.0,12
22384,-9.0,9
22385,-9.0,11
22386,-12.0,12
22387,-9.0,8
22388,-14.0,14
22389,-9.0,11
22390,-35.0,35
22391,-16.0,16
22392,-12.0,12
22393,-9.0,10
22394,-15.0,15
22395,-9.0,12
22396,-13.0,13
22397,-9.0,10
22398,-14.0,14
22399,-9.0,6
22400,-15.0,15
22401,-16.0,16
22402,-9.0,4
22403,-9.0,14
22404,-9.0,12
22405,-20.0,20
22406,-9.0,7
22407,-9.0,6
22408,-16.0,16
22409,-9.0,11
22410,-13.0,13
22411,-37.0,37
22412,-14.0,14
22413,-9.0,8
22414,-24.0,21
22415,-13.0,13
22416,-9.0,5
22417,-9.0,7
22418,-15.0,15
22419,-17.0,17
22420,-9.0,5
22421,-13.0,13
22422,-15.0,15
22423,-9.0,10
22424,-22.0,22
22425,-12.0,12
22426,-13.0,13
22427,-15.0,15
22428,-9.0,6
22429,-17.0,17
22430,-9.0,4
22431,-12.0,12
22432,-15.0,15
22433,-15.0,15
22434,-9.0,11
22435,-9.0,10
22436,-9.0,14
22437,-14.0,14
22438,-16.0,16
22439,-12.0,12
22440,-9.0,6
22441,-9.0,7
22442,-14.0,14
22443,-9.0,10
22444,-10.0,13
22445,-13.0,13
22446,-16.0,16
22447,-14.0,14
22448,-16.0,16
22449,-12.0,12
22450,-14.0,14
22451,-23.0,23
22452,-9.0,13
22453,-12.0,12
22454,-13.0,13
22455,-9.0,6
22456,-20.0,20
22457,-16.0,16
22458,-18.0,18
22459,-12.0,12
22460,-10.0,13
22461,-9.0,10
22462,-23.0,23
22463,-12.0,12
22464,-9.0,11
22465,-14.0,14
22466,-16.0,16
22467,-14.0,14
22468,-12.0,12
22469,-13.0,13
22470,-9.0,10
22471,-14.0,14
22472,-15.0,15
22473,-17.0,17
22474,-13.0,13
22475,-14.0,14
22476,-15.0,15
22477,-12.0,14
22478,-14.0,14
22479,-13.0,13
22480,-9.0,26
22481,-14.0,14
22482,-16.0,16
22483,-18.0,18
22484,-13.0,13
22485,-19.0,19
22486,-9.0,5
22487,-14.0,14
22488,-14.0,14
22489,-9.0,7
22490,-11.0,14
22491,-13.0,13
22492,-13.0,13
22493,-9.0,5
22494,-12.0,12
22495,-35.0,35
22496,-14.0,14
22497,-12.0,12
22498,-9.0,6
22499,-22.0,22
22500,-9.0,10
22501,-9.0,9
22502,-16.0,16
22503,-17.0,17
22504,-14.0,14
22505,-15.0,15
22506,-12.0,12
22507,-12.0,12
22508,-13.0,13
22509,-13.0,13
22510,-14.0,14
22511,-16.0,16
22512,-19.0,19
22513,-12.0,12
22514,-15.0,15
22515,-9.0,9
22516,-12.0,12
22517,-15.0,15
22518,-14.0,14
22519,-15.0,15
22520,-15.0,15
22521,-10.0,10
22522,-9.0,6
22523,-15.0,15
22524,-15.0,15
22525,-14.0,14
22526,-9.0,5
22527,-14.0,14
22528,-14.0,14
22529,-9.0,9
22530,-22.0,22
22531,-9.0,7
22532,-15.0,15
22533,-9.0,7
22534,-9.0,9
22535,-15.0,15
22536,-20.0,20
22537,-15.0,15
22538,-9.0,7
22539,-17.0,17
22540,-9.0,6
22541,-12.0,12
22542,-17.0,17
22543,-9.0,7
22544,-9.0,9
22545,-14.0,14
22546,-14.0,14
22547,-15.0,15
22548,-9.0,7
22549,-13.0,13
22550,-14.0,14
22551,-9.0,9
22552,-47.0,47
22553,-10.0,12
22554,-15.0,15
22555,-15.0,15
22556,-14.0,14
22557,-18.0,18
22558,-9.0,7
22559,-12.0,12
22560,-13.0,13
22561,-9.0,12
22562,-12.0,12
22563,-9.0,12
22564,-15.0,15
22565,-9.0,13
22566,-13.0,13
22567,-14.0,14
22568,-18.0,18
22569,-16.0,16
22570,-14.0,14
22571,-12.0,12
22572,-18.0,18
22573,-13.0,13
22574,-12.0,12
22575,-9.0,4
22576,-20.0,20
22577,-13.0,13
22578,-18.0,18
22579,-16.0,16
22580,-17.0,17
22581,-9.0,7
22582,-17.0,17
22583,-13.0,13
22584,-19.0,19
22585,-9.0,12
22586,-23.0,23
22587,-15.0,15
22588,-16.0,16
22589,-17.0,17
22590,-15.0,15
22591,-9.0,7
22592,-12.0,12
22593,-13.0,13
22594,-21.0,21
22595,-9.0,9
22596,-15.0,15
22597,-9.0,9
22598,-12.0,12
22599,-9.0,7
22600,-23.0,23
22601,-15.0,15
22602,-9.0,8
22603,-9.0,9
22604,-14.0,14
22605,-16.0,16
22606,-16.0,16
22607,-12.0,12
22608,-13.0,13
22609,-12.0,12
22610,-17.0,17
22611,-12.0,12
22612,-12.0,12
22613,-17.0,17
22614,-17.0,17
22615,-9.0,11
22616,-13.0,13
22617,-20.0,23
22618,-12.0,14
22619,-14.0,14
22620,-14.0,14
22621,-9.0,8
22622,-12.0,12
22623,-17.0,17
22624,-13.0,13
22625,-9.0,10
22626,-13.0,13
22627,-13.0,13
22628,-14.0,14
22629,-14.0,14
22630,-14.0,14
22631,-9.0,6
22632,-9.0,5
22633,-9.0,7
22634,-13.0,13
22635,-9.0,9
22636,-9.0,9
22637,-15.0,15
22638,-9.0,10
22639,-13.0,13
22640,-16.0,16
22641,-12.0,12
22642,-13.0,13
22643,-13.0,13
22644,-16.0,16
22645,-9.0,7
22646,-14.0,14
22647,-15.0,15
22648,-14.0,14
22649,-14.0,14
22650,-13.0,13
22651,-14.0,14
22652,-16.0,16
22653,-14.0,14
22654,-9.0,13
22655,-21.0,21
22656,-22.0,22
22657,-14.0,14
22658,-13.0,13
22659,-12.0,12
22660,-17.0,17
22661,-15.0,15
22662,-13.0,13
22663,-12.0,12
22664,-17.0,17
22665,-19.0,19
22666,-13.0,13
22667,-18.0,18
22668,-18.0,18
22669,-9.0,5
22670,-15.0,15
22671,-14.0,14
22672,-13.0,13
22673,-13.0,13
22674,-13.0,13
22675,-13.0,13
22676,-9.0,11
22677,-12.0,12
22678,-12.0,12
22679,-9.0,8
22680,-18.0,18
22681,-13.0,13
22682,-9.0,8
22683,-12.0,12
22684,-9.0,6
22685,-18.0,18
22686,-25.0,25
22687,-15.0,15
22688,-13.0,13
22689,-15.0,15
22690,-9.0,5
22691,-15.0,15
22692,-13.0,13
22693,-12.0,12
22694,-15.0,15
22695,-12.0,12
22696,-19.0,19
22697,-17.0,17
22698,-20.0,20
22699,-11.0,16
22700,-9.0,13
22701,-9.0,13
22702,-17.0,17
22703,-12.0,12
22704,-19.0,19
22705,-9.0,7
22706,-9.0,10
22707,-56.0,56
22708,-9.0,10
22709,-9.0,6
22710,-9.0,11
22711,-9.0,8
22712,-14.0,14
22713,-22.0,22
22714,-12.0,12
22715,-9.0,6
22716,-9.0,8
22717,-9.0,7
22718,-9.0,9
22719,-14.0,14
22720,-9.0,8
22721,-9.0,13
22722,-14.0,14
22723,-13.0,13
22724,-13.0,13
22725,-14.0,14
22726,-9.0,9
22727,-15.0,15
22728,-18.0,18
22729,-16.0,16
22730,-14.0,14
22731,-15.0,15
22732,-17.0,17
22733,-14.0,14
22734,-16.0,16
22735,-15.0,15
22736,-24.0,24
22737,-9.0,10
22738,-9.0,6
22739,-33.0,33
22740,-13.0,13
22741,-16.0,16
22742,-13.0,13
22743,-22.0,19
22744,-12.0,12
22745,-20.0,15
22746,-20.0,20
22747,-17.0,17
22748,-19.0,19
22749,-9.0,11
22750,-16.0,16
22751,-16.0,16
22752,-13.0,13
22753,-9.0,5
22754,-16.0,16
22755,-23.0,23
22756,-17.0,17
22757,-9.0,7
22758,-9.0,11
22759,-17.0,17
22760,-9.0,10
22761,-15.0,15
22762,-9.0,5
22763,-9.0,6
22764,-16.0,16
22765,-31.0,31
22766,-17.0,17
22767,-18.0,18
22768,-14.0,14
22769,-9.0,14
22770,-14.0,14
22771,-9.0,10
22772,-15.0,15
22773,-12.0,12
22774,-12.0,12
22775,-14.0,14
22776,-44.0,44
22777,-9.0,9
22778,-9.0,4
22779,-15.0,15
22780,-14.0,14
22781,-13.0,13
22782,-19.0,19
22783,-15.0,15
22784,-9.0,5
22785,-9.0,10
22786,-14.0,14
22787,-14.0,14
22788,-9.0,7
22789,-19.0,19
22790,-15.0,15
22791,-9.0,7
22792,-14.0,14
22793,-14.0,14
22794,-16.0,16
22795,-16.0,16
22796,-9.0,8
22797,-15.0,15
22798,-12.0,12
22799,-17.0,17
22800,-9.0,4
22801,-13.0,13
22802,-13.0,13
22803,-13.0,13
22804,-9.0,7
22805,-14.0,14
22806,-9.0,7
22807,-13.0,13
22808,-15.0,15
22809,-9.0,6
22810,-15.0,15
22811,-15.0,15
22812,-12.0,12
22813,-9.0,6
22814,-29.0,29
22815,-16.0,16
22816,-12.0,12
22817,-9.0,8
22818,-14.0,14
22819,-17.0,17
22820,-16.0,16
22821,-9.0,12
22822,-14.0,14
22823,-14.0,14
22824,-10.0,14
22825,-12.0,12
22826,-15.0,15
22827,-13.0,13
22828,-9.0,14
22829,-9.0,5
22830,-14.0,14
22831,-16.0,16
22832,-9.0,7
22833,-12.0,12
22834,-9.0,10
22835,-14.0,14
22836,-12.0,12
22837,-13.0,13
22838,-12.0,12
22839,-19.0,19
22840,-15.0,15
22841,-19.0,19
22842,-14.0,14
22843,-16.0,16
22844,-9.0,8
22845,-12.0,12
22846,-9.0,9
22847,-18.0,18
22848,-9.0,9
22849,-9.0,14
22850,-14.0,14
22851,-13.0,13
22852,-22.0,22
22853,-15.0,15
22854,-15.0,15
22855,-9.0,10
22856,-14.0,14
22857,-13.0,13
22858,-9.0,9
22859,-14.0,14
22860,-20.0,20
22861,-9.0,6
22862,-10.0,15
22863,-9.0,12
22864,-9.0,11
22865,-9.0,12
22866,-17.0,17
22867,-12.0,12
22868,-18.0,18
22869,-15.0,15
22870,-17.0,17
22871,-15.0,15
22872,-14.0,14
22873,-15.0,15
22874,-16.0,16
22875,-9.0,12
22876,-12.0,12
22877,-14.0,14
22878,-13.0,13
22879,-16.0,16
22880,-17.0,17
22881,-13.0,13
22882,-9.0,7
22883,-14.0,14
22884,-13.0,13
22885,-17.0,17
22886,-14.0,14
22887,-13.0,13
22888,-12.0,12
22889,-14.0,14
22890,-12.0,14
22891,-9.0,13
22892,-20.0,20
22893,-13.0,13
22894,-13.0,13
22895,-19.0,19
22896,-9.0,6
22897,-14.0,14
22898,-13.0,13
22899,-15.0,15
22900,-12.0,12
22901,-13.0,13
22902,-21.0,21
22903,-16.0,16
22904,-13.0,13
22905,-13.0,13
22906,-16.0,16
22907,-16.0,16
22908,-9.0,9
22909,-17.0,14
22910,-14.0,14
22911,-13.0,16
22912,-13.0,13
22913,-16.0,16
22914,-14.0,14
22915,-9.0,6
22916,-15.0,15
22917,-12.0,12
22918,-13.0,13
22919,-9.0,8
22920,-13.0,13
22921,-13.0,13
22922,-9.0,8
22923,-13.0,13
22924,-14.0,14
22925,-17.0,17
22926,-9.0,9
22927,-15.0,15
22928,-9.0,10
22929,-9.0,10
22930,-12.0,12
22931,-13.0,13
22932,-15.0,13
22933,-13.0,13
22934,-9.0,11
22935,-15.0,15
22936,-14.0,14
22937,-15.0,15
22938,-14.0,14
22939,-13.0,13
22940,-14.0,14
22941,-9.0,6
22942,-13.0,13
22943,-14.0,14
22944,-15.0,15
22945,-13.0,13
22946,-19.0,19
22947,-9.0,7
22948,-13.0,13
22949,-16.0,16
22950,-13.0,13
22951,-13.0,13
22952,-18.0,18
22953,-17.0,17
22954,-19.0,19
